deviation,gen_target,gen_input,target_percent,input_percent,total_input_fraction,unique_ratio,unique_elements_len,calc_time,long_ratio,new_percent
0.0,0.005158625612958603,0.9578502879078695,0.046767855767008246,0.9612450882194314,0.09966180026321428,0.00996468330134357,12979,58.43599510192871,0.0009245704599738038,-0.008937514446413442
0.1,0.006025478681363509,0.9629174664107486,0.05334035510081252,0.9435750827565453,0.09966180026321428,0.010204990403071018,13292,58.562541007995605,0.001956063797773097,0.0011284983448690555
0.2,0.006917827428250912,0.9671401151631478,0.05956388116493488,0.9217766720327821,0.09966180026321428,0.010492130518234164,13666,58.73311471939087,0.003878237962827455,0.01478120883945555
0.3,0.008184112792881606,0.9699040307101727,0.06839488636363636,0.8972301136363636,0.09966180026321428,0.010809980806142035,14080,59.02077341079712,0.005539772727272727,0.02883522727272736
0.4,0.009560879430936456,0.9720537428023033,0.07722405271828665,0.8690966501922021,0.09966180026321428,0.01118464491362764,14568,59.17746019363403,0.007070291048874245,0.046609006040637
0.5,0.011600533709536233,0.9740499040307101,0.0899505766062603,0.8360461285008237,0.09966180026321428,0.011650671785028792,15175,59.52350926399231,0.008303130148270181,0.0657001647446458
0.6,0.014031121724867635,0.9764299424184261,0.10375164959467102,0.7992207628982593,0.09966180026321428,0.012217274472168907,15913,59.77616477012634,0.010431722491045058,0.08659586501602468
0.7,0.01701411610731981,0.9775815738963531,0.11805637457247317,0.7508550536619885,0.09966180026321428,0.01301957773512476,16958,60.473071575164795,0.011086212996815663,0.12000235876872267
0.8,0.020812972201211893,0.9795009596928983,0.13509488084730803,0.7037731685789939,0.09966180026321428,0.01391785028790787,18128,61.07952809333801,0.013018534863195057,0.14811341571050307
0.9,0.026175563242030474,0.9813435700575815,0.15603627336744516,0.6475505344748974,0.09966180026321428,0.015154702495201535,19739,61.79550313949585,0.015147677187294189,0.18126551497036325
1.0,0.033033900753822225,0.9814971209213051,0.17891006167725307,0.5884194053208138,0.09966180026321428,0.016680230326295585,21726,63.91990089416504,0.015971646874712326,0.21669888612722077
1.1,0.04235682051892204,0.9828023032629558,0.20430416068866572,0.5247386759581881,0.09966180026321428,0.01872936660268714,24395,64.28631114959717,0.016970690715310516,0.2539864726378356
1.2,0.05611598833997637,0.9834932821497121,0.23368488108720273,0.4533550396375991,0.09966180026321428,0.0216936660268714,28256,65.89925909042358,0.018580124575311437,0.29437995469988676
1.3,0.07336806411313282,0.9849520153550864,0.2615585045143307,0.3886869054111374,0.09966180026321428,0.0253404990403071,33006,68.41838359832764,0.018481488214264073,0.3312731018602678
1.4,0.09725751485123271,0.9853358925143954,0.28938451423658523,0.3245334547109695,0.09966180026321428,0.030361612284069098,39546,71.32596635818481,0.019142264704394882,0.3669397663480505
1.5,0.12617811280987873,0.9861036468330134,0.3118135041478526,0.26974692848892157,0.09966180026321428,0.03655662188099808,47615,75.38071823120117,0.019825685183240575,0.3986138821799853
1.6,0.16028283205996582,0.9861804222648752,0.32669322709163345,0.22250129915122122,0.09966180026321428,0.04432245681381958,57730,79.92492580413818,0.020249437034470814,0.4305560367226745
1.7,0.2003535400749573,0.9872552783109405,0.3360033065860924,0.18327323518093583,0.09966180026321428,0.053867946257197694,70163,85.64692521095276,0.021948890440830638,0.4587745677921412
1.8,0.24069620199376207,0.9871785028790787,0.33577559633897663,0.1524398918765116,0.09966180026321428,0.06475854126679463,84348,92.59715819358826,0.022585004979371177,0.48919950680514057
