smiles,energy_gap
COC1=C(C(OC1=O)c1ccccc1Cl)C(C)=NN=C(C)C1=C(OC)C(=O)OC1c1ccccc1Cl,0.2071299906975851
CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1ccccc1C=NC1=C(C)N(C)N(c2ccccc2)C1=O,0.21466999024576128
COc1cc(OC)c(C=CC(=O)c2ccccn2)c(OC)c1,0.2138899906599949
O=P1(c2ccccc2)c2ccc3ccccc3c2c2c3ccccc3ccc12,0.20754999098337304
COc1cc(Br)cc(C=NNC(=O)CC2=CNc3ccccc23)c1O,0.22059999022963891
CCC(C=Cc1ccc(F)cc1)=C(C#N)C#N,0.21198999080211836
CC1=NNC(=O)C1=NNc1ccc(Cl)cc1,0.20455999116254456
CC1=NN(C(=O)C1=C(Nc1ccccc1N)c1ccccc1)c1ccccc1,0.20544999102440645
C1CC2=C(S1)SC(S2)=C1SC2=C(CSC2)S1,0.21246999060374283
C1SCC2=C1SC(S2)=C1SC2=CSC=C2S1,0.1859499918254232
CN(C)c1ccc(cc1)C1=C(C#N)C(C#N)(C#N)C2=C(O1)c1ccccc1C2=O,0.18073999191147536
CN(C)c1ccc(cc1)C(=C(C#N)C#N)C(C#N)=C1C(=O)c2ccccc2C1=O,0.15810999304139653
CN(C)c1ccc(cc1)C1=C(c2ccc(cc2)N(C)C)C(C#N)(C#N)C2=C(O1)c1ccccc1C2=O,0.17304999228748164
CCOC(=O)c1ccc(cc1)C1=C(OC2=C(C(=O)c3ccccc23)C1(C#N)C#N)c1ccc(cc1)N(C)C,0.1817999919327625
O=C1c2ccccc2C2=C1C(C#N)(C#N)C(=C(O2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.168959992645644
CN(C)c1ccc(cc1)C(=C(C#N)C#N)C(c1ccc(cc1)C#N)=C1C(=O)c2ccccc2C1=O,0.18035999216039605
CN(C)c1ccc(cc1)C1=C(c2ccc(cc2)C#N)C(C#N)(C#N)C2=C(O1)c1ccccc1C2=O,0.18296999186265195
c1ccc(cc1)c1ccc(cc1)c1cc2cc3cccc4cccc(c2c1)c34,0.16244999280959688
C=CCOCC1=CSC(=N1)C1=NC(=C(S1)C1=C(COCC=C)N=C(S1)C1=NC(=CS1)COCC=C)COCC=C,0.19631999162804628
OCCCOCC1=CSC(=N1)C1=NC(=C(S1)C1=C(COCCCO)N=C(S1)C1=NC(=CS1)COCCCO)COCCCO,0.19455999125294368
COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,0.21619999057810882
COc1ccc(cc1)C(=O)NC(=S)Nc1ccccc1OC,0.22883999013163048
O=C(C=C(c1ccccc1)C(=CC=C(c1ccccc1)C(=CC(=O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,0.21055999052031596
O=C(C(CC1(C=C(C=C(C1C(=O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,0.220469990237429
O=C1OC(=CC=C1)C=Cc1ccccc1,0.21184999058435808
c1ccc2c(c1)cccc2C#Cc1ccccc1C#Cc1cccc2ccccc12,0.21186999066796572
N(N=CC1=CC=CS1)c1ccccc1,0.21965999034250452
CC(=NOCC(O)=O)c1ccccc1N=Nc1ccccc1,0.22834998973696236
OC1(Cc2ccccc2)c2ccccc2[N+]2=NOC(=C12)[O-],0.22089999038127411
CCCCCNC(=O)c1c2cc(F)ccc2nc2N(C)c3cc(Cl)ccc3c12,0.2153699905995767
COc1ccc2N(C)C(=O)C(c2c1)=C1C(=O)N(C)c2ccc(Cl)cc12,0.16961999246475093
Cc1c(O)cc2C(=O)C3(CC4C(C)(O)CCC(Cl)C4(C)C)OC(C)(C)C(Cl)CC3(Cl)C(=O)c2c1O,0.25157998927780484
CC1=C2C(=O)C=C(C)C2=CC2=C(C)C(=O)OC2C1,0.21291999046370239
Fc1ccc(cc1)C(=O)C1=CN2C(=Nc3ccccc23)S1,0.21572999063454165
Cc1ccc(cc1)C(=O)C1=CN2C(=Nc3ccccc23)S1,0.21943999015780677
COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc2cc3cc(ccc3cc2c1)N(c1ccc(OC)cc1)c1ccc(OC)cc1,0.18480999183719868
NN1C(=S)NN=C1NNC(=O)c1ccccc1,0.21954999043390222
COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc31,0.21566999075121188
O=C1C2=CC=CC=C1SCc1cccc(CSC3=CC=CC=C(SCc4cccc(CS2)c4)C3=O)c1,0.19756999152487303
O=C1C2=CC=CC=C1SCc1cccc(CSSCc3cccc(CS2)c3)c1,0.20225999110248785
CN(C)C12CC(=O)C3(CCCCC13)C(=C2C#Cc1ccccc1)c1ccccc1,0.21808999021043488
CCC1=C(C)C2=Cc3c(OC)cc(OC)cc3C(=O)N2C1=O,0.19849999118645698
N1N=C(NN=C1c1cnccn1)c1cnccn1,0.2050099910225041
Cc1ccc(cc1)S(=O)(=O)N1c2ccc(C)cc2c2c(N)cc3ccccc3c12,0.216799990513886
COc1cc2cc(N)c3c4ccccc4N(c3c2cc1OC)S(=O)(=O)c1ccc(C)cc1,0.20922999065655173
CC1=C2N(CC(=C(I)C2(c2ccccc2)c2ccccc2)I)c2ccccc12,0.2212899903579039
O=C1N2CC3=C(SC=C3)c3cccc(C1=O)c23,0.20510999107304917
CN(C)c1ccc(Br)c2N(CC3=C(Br)SC=C3)C(=O)C(=O)c12,0.20209999116861305
CCN(CC)C1=CC=CC=CC1=C1C(=O)N(C)C(=O)N(C)C1=O,0.20314999096434969
COc1ccc(cc1C1C(C(ON1c1ccccc1)c1ccc(C)cc1)C(=O)c1ccccc1)C(C)(C)c1ccccc1,0.22796998998588303
S=C1SSC(=C1SSC1=C(SSC1=S)c1ccccc1)c1ccccc1,0.19218999181899324
CCCCCCOC1=CC2=CC(=O)Oc3ccc4cccc1c4c23,0.1899899918094816
CSC1=C(SSC1=S)c1ccccc1,0.19900999092974633
CCN1c2ccc(cc2Sc2cc(ccc12)C(=O)C=C(O)c1ccccc1)C(=O)C=C(O)c1ccccc1,0.17657999216075754
Nc1cccc(NC(=O)c2cccc(n2)C(=O)Nc2cccc(NC(=O)c3cccc(n3)C(=O)Nc3cccc(N)n3)n2)n1,0.20446999097005675
Brc1ccc(cc1)C1=CC(=C(C#N)C1=O)N1CCCCC1,0.19433999143573913
Fc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,0.19242999135231223
Brc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,0.19822999134397992
Clc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,0.20017999122712893
CC(C1=CC=CS1)=C1OC(=O)C(=C1N1CCCCC1)C#N,0.20286999089632218
CN(C)C(=C=C=S)C(C)(C)C,0.1980299912428898
NC1=C(Sc2ccccc12)C1=NSc2ccccc12,0.20236999101109013
COc1ccc(cc1OC)C=C1N=C(OC1=O)c1ccccc1,0.1889699919554098
S=C(NN=Cc1ccc2ccc3cccc4ccc1c2c34)NC1CCCCC1,0.16518999287155592
Brc1ccc2NC=C(C3=CC(=O)c4ccccc4C3=O)c2c1,0.18394999191700162
O=C1N(N2C(=Nc3ccccc3C2=O)C=Cc2ccccc2)C(=Nc2ccccc12)C=Cc1ccccc1,0.2160499905022913
O=C1C=C(NCc2ccccn2)C(=O)c2ccccc12,0.20605999081824075
COC(=O)C1=CC(=CC2=C(C)C=C(C)C=C(C)C2=C1C(=O)OC)c1c(C)c(C)c(C)c(C)c1C,0.21757999046714557
COC(=O)c1c(C)c2c(C)c(C)c(C)c3C=C(c4c(C)c(C)c(C)c(C)c4C)c(c1C(=O)OC)c23,0.21260999082150323
COC(=O)C1=CC(=CC2=C(C)C(=C(C)C(=C(C)C2=C1C(=O)OC)C)C)c1c(C)c(C)c(C)c(C)c1C,0.21242999080402078
COc1cccc2c1C(=O)CC1CC(=O)c3ccccc3C3=C4C=CC(=O)c5c(OC)ccc(c45)C213,0.19809999135177
COCOc1ccc2C(c3ccccc3C(C)=O)C3(C=CC(=O)c4c(OC)cccc34)c3ccc(OC)c1c23,0.21592999036813854
FC(F)(F)S(=O)(=O)Oc1c(OS(=O)(=O)C(F)(F)F)c2cccc3c(Br)c(Br)c4cccc1c4c23,0.2077399908589127
CCCCC1=Cc2c(S1)c1c3cccc4c5c6SC(=Cc6c6C=C(CCCC)Sc6c5c5cccc(c1c1SC(=Cc21)CCCC)c5c34)CCCC,0.19777999148402034
Cc1ccc(cc1)C1=C2C(=O)c3ccccc3C2=C(NC2CCCCC2)O1,0.18344999203176957
COC(=O)c1c2nc3ccccc3nc2c(Cl)c2C(=O)c3ccccc3C(=O)c12,0.19550999136562855
Cc1ccc(SC2=C(c3ccccc3)c3cccc(C)c3OC2=O)cc1,0.21991999032692436
COC(=O)c1c2nc3ccc(OC)cc3nc2c(Cl)c2C(=O)c3ccccc3C(=O)c12,0.19312999133863445
COc1ccc(NC(=S)NCc2ccccn2)cc1,0.21416999072802242
COC1=CC(=O)C2=C(OC(=C2)C)C1=O,0.22219998993588014
C=CCOc1ccc2ccccc2c1C=CC(=O)c1ccccc1,0.20644999116236382
C=Cc1ccc(COc2ccc3ccccc3c2C=CC(=O)c2ccccc2)cc1,0.19904999109696161
OCCNCCCNc1c2ccccc2nc2ccccc12,0.19573999140838352
Cc1cccc(C)c1C1=C2C=CC(=O)C=C2P(=O)(c2ccccc2)c2cc3cc(O)ccc3cc12,0.1788199923374845
O=C1c2ccccc2C2=C3c4cccc5C(=O)c6ccccc6C(=C3c3cccc1c23)c45,0.16646999271004762
Fc1c(F)c(F)c(c(F)c1F)C1=CC=C(C1)c1c(F)c(F)c(F)c(F)c1F,0.21044999061171366
COC(=O)C1=C(C(=O)OC)C2(OCC(C)(C)CO2)C(=C1)c1ccccc1,0.2227799901555429
COC(=O)C1=C(C(=O)OC)C2(OCC(C)(C)CO2)C(=C1)c1ccc(OC)cc1,0.21522999074930954
CC(=O)Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C3=C2C(=O)c2ccccc32)c45)c1,0.17297999254609472
Cc1ccccc1C1=C2C=CC(=O)C=C2Oc2c3CCCN4CCCc(cc12)c34,0.17146999266484805
Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C3=C2C(=O)c2ccccc32)c45)c1,0.17093999247045788
OC(=O)c1cc(ccc1O)N=Nc1ccccc1,0.23373999003588583
CC(=O)Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C32c2ccccc2C(=O)C3=[N+]=[N-])c45)c1,0.2101099906603564
CC(=O)Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C32c2ccccc2C(=O)C23N=N2)c45)c1,0.19648999141997825
